ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Leiter 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Leiterin 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Rektor 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Rektorin 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Direktor 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Direktorin 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Oberhaupt 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Haupt 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Chef 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Chefin 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Haupt 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Abtritt 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Spitze 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Dach 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Top 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] leiten 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] ansteuern 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] ziehen 0
HEADS [('Caelius', 0.26234808564186096), ('Unglueckstag', 0.2533971965312958), ('Markomannenkriegen', 0.24589873850345612), ('Nordafghanistan', 0.24577777087688446), ('Kultzentrum', 0.24543264508247375), ('Bundespraesident_Horst', 0.2376750409603119), ('Caracallas', 0.23434783518314362), ('Snofrus', 0.2335314303636551), ('armenischer_Herkunft', 0.23352839052677155), ('Quellheiligtum', 0.23050622642040253)] kopf 0
HEIFER [('Salona', 0.25574466586112976), ('15000_20000', 0.24105456471443176), ('Ueberlebenden_Massakers', 0.2389196902513504), ('Leprakranke', 0.2284512221813202), ('Raketenbasis', 0.22125650942325592), ('sowjetischen_Streitkraefte', 0.22114934027194977), ('Stabsquartier', 0.21988420188426971), ('Militaerlager', 0.2190566509962082), ('Verschleppte', 0.21878863871097565), ('Dixon', 0.21836690604686737)] Kalbe 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Weibchen 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Weibchen 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Henne 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Henne 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Huhn 0
hen [('noerdliche', 0.23427793383598328), ('huegelig', 0.2275942713022232), ('sachsen-anhaltische', 0.22724032402038574), ('Juras', 0.22579599916934967), ('eingeschnittene', 0.22294136881828308), ('steinig', 0.22146064043045044), ('Broch', 0.22090689837932587), ('doppelter_Hinsicht', 0.2204156219959259), ('knappe', 0.2201588898897171), ('Schloss_Marienburg', 0.2198430746793747)] Huhn 0
herbivore [('000_Mark', 0.28336644172668457), ('Gewoba', 0.2789973020553589), ('Staatskasse', 0.2700280547142029), ('Aktien_Wert', 0.2530844509601593), ('Ahlhaus', 0.25287240743637085), ('Senatorin', 0.25279179215431213), ('hamburgische', 0.25233110785484314), ('Eigentuemergesellschaft', 0.25161364674568176), ('Senats_Freien', 0.2497205138206482), ('75,1_%', 0.2453332096338272)] Pflanzenfresser 0
HOG [('364–375', 0.23410183191299438), ('hellenistischer_Zeit', 0.23106814920902252), ('Bataver', 0.22081118822097778), ('vielleicht_sogar', 0.21718867123126984), ('219_v', 0.21577386558055878), ('Fuerstensitz', 0.21532298624515533), ('Limesfall', 0.2136525809764862), ('Amphipolis', 0.21272242069244385), ('Strassenbauprogramm', 0.21101662516593933), ('westroemischen_Reiches', 0.20838662981987)] Schwein 0
HOG [('364–375', 0.23410183191299438), ('hellenistischer_Zeit', 0.23106814920902252), ('Bataver', 0.22081118822097778), ('vielleicht_sogar', 0.21718867123126984), ('219_v', 0.21577386558055878), ('Fuerstensitz', 0.21532298624515533), ('Limesfall', 0.2136525809764862), ('Amphipolis', 0.21272242069244385), ('Strassenbauprogramm', 0.21101662516593933), ('westroemischen_Reiches', 0.20838662981987)] Hausschwein 0
HOG [('364–375', 0.23410183191299438), ('hellenistischer_Zeit', 0.23106814920902252), ('Bataver', 0.22081118822097778), ('vielleicht_sogar', 0.21718867123126984), ('219_v', 0.21577386558055878), ('Fuerstensitz', 0.21532298624515533), ('Limesfall', 0.2136525809764862), ('Amphipolis', 0.21272242069244385), ('Strassenbauprogramm', 0.21101662516593933), ('westroemischen_Reiches', 0.20838662981987)] sau 0
HOG [('364–375', 0.23410183191299438), ('hellenistischer_Zeit', 0.23106814920902252), ('Bataver', 0.22081118822097778), ('vielleicht_sogar', 0.21718867123126984), ('219_v', 0.21577386558055878), ('Fuerstensitz', 0.21532298624515533), ('Limesfall', 0.2136525809764862), ('Amphipolis', 0.21272242069244385), ('Strassenbauprogramm', 0.21101662516593933), ('westroemischen_Reiches', 0.20838662981987)] raffen 0
hoopoe [('Schwarzafrika', 0.28814759850502014), ('Billigflieger', 0.2792605459690094), ('Winterflugplan', 0.2738717198371887), ('Delhi', 0.2718573808670044), ('Heimatflughafen', 0.27119696140289307), ('Lubumbashi', 0.2687251567840576), ('Aleviten', 0.26765012741088867), ('West-_Zentralafrika', 0.2675517499446869), ('afro-amerikanische', 0.2671036720275879), ('pakistanische', 0.2668428421020508)] Wiedehopf 0
hooter [('indigenen', 0.2651646137237549), ('vier_Qualifikanten', 0.2512897849082947), ('Chewa', 0.25075697898864746), ('Athleten_Start', 0.2506542205810547), ('starke_Bindung', 0.24987411499023438), ('aktiven_passiven', 0.24661339819431305), ('suedosteuropaeischen', 0.24577529728412628), ('Landesgemeinden', 0.2422722578048706), ('Innu', 0.2400684654712677), ('Erstkontakt', 0.23891903460025787)] Hupe 0
hooter [('indigenen', 0.2651646137237549), ('vier_Qualifikanten', 0.2512897849082947), ('Chewa', 0.25075697898864746), ('Athleten_Start', 0.2506542205810547), ('starke_Bindung', 0.24987411499023438), ('aktiven_passiven', 0.24661339819431305), ('suedosteuropaeischen', 0.24577529728412628), ('Landesgemeinden', 0.2422722578048706), ('Innu', 0.2400684654712677), ('Erstkontakt', 0.23891903460025787)] Hupe 0
hound [('Ausnahmsweise', 0.26873382925987244), ('umgebenden', 0.24639225006103516), ('Wuehlmaeusen', 0.24129143357276917), ('ehemaliger_deutscher', 0.23836840689182281), ('Einkehr', 0.23756903409957886), ('Prunk', 0.23665906488895416), ('Zwischenstopps', 0.23274625837802887), ('Greifvoegeln', 0.2320624440908432), ('Rast', 0.23175391554832458), ('Ach', 0.23164501786231995)] Jagdhund 0
hummingbird [('Taka', 0.2732357680797577), ('Gesamtmasse', 0.27299806475639343), ('ghanaische', 0.26280343532562256), ('Saho', 0.247403085231781), ('Ministerpraesidentin_Christine', 0.2458479255437851), ('Franken', 0.2443341761827469), ('Der_Neupreis', 0.24260388314723969), ('ISO_639-3', 0.24214261770248413), ('fache', 0.24199645221233368), ('erstgenannte', 0.2419138103723526)] Kolibri 0
HUSKY [('Etwa_800', 0.2645197808742523), ('5½', 0.26062172651290894), ('erreicht_Wuchshoehe', 0.25922897458076477), ('13,55', 0.2569797933101654), ('11,65', 0.2569362223148346), ('Wuchshoehen', 0.25595295429229736), ('570_m', 0.2505696415901184), ('115,5', 0.2489066869020462), ('7,72', 0.24825163185596466), ('Metern_Stammdurchmesser', 0.24778908491134644)] Heiser 0
HUSKY [('Etwa_800', 0.2645197808742523), ('5½', 0.26062172651290894), ('erreicht_Wuchshoehe', 0.25922897458076477), ('13,55', 0.2569797933101654), ('11,65', 0.2569362223148346), ('Wuchshoehen', 0.25595295429229736), ('570_m', 0.2505696415901184), ('115,5', 0.2489066869020462), ('7,72', 0.24825163185596466), ('Metern_Stammdurchmesser', 0.24778908491134644)] Husky 0
Hydra [('sechsten', 0.2757129967212677), ('oberen_Paarkreuz', 0.26469627022743225), ('zweiten', 0.2541046440601349), ('Befluegelt', 0.24987199902534485), ('Halbfinalteilnahme', 0.24971717596054077), ('ersten', 0.24631436169147491), ('Ranglistenturnieren', 0.24520382285118103), ('Saisonverlauf', 0.24474111199378967), ('Spitzenpaarkreuz', 0.24459496140480042), ('neunten', 0.23955713212490082)] Hydra 0
Hydra [('sechsten', 0.2757129967212677), ('oberen_Paarkreuz', 0.26469627022743225), ('zweiten', 0.2541046440601349), ('Befluegelt', 0.24987199902534485), ('Halbfinalteilnahme', 0.24971717596054077), ('ersten', 0.24631436169147491), ('Ranglistenturnieren', 0.24520382285118103), ('Saisonverlauf', 0.24474111199378967), ('Spitzenpaarkreuz', 0.24459496140480042), ('neunten', 0.23955713212490082)] Wasserschlange 0
Hydra [('sechsten', 0.2757129967212677), ('oberen_Paarkreuz', 0.26469627022743225), ('zweiten', 0.2541046440601349), ('Befluegelt', 0.24987199902534485), ('Halbfinalteilnahme', 0.24971717596054077), ('ersten', 0.24631436169147491), ('Ranglistenturnieren', 0.24520382285118103), ('Saisonverlauf', 0.24474111199378967), ('Spitzenpaarkreuz', 0.24459496140480042), ('neunten', 0.23955713212490082)] Hydra 0
Hydra [('sechsten', 0.2757129967212677), ('oberen_Paarkreuz', 0.26469627022743225), ('zweiten', 0.2541046440601349), ('Befluegelt', 0.24987199902534485), ('Halbfinalteilnahme', 0.24971717596054077), ('ersten', 0.24631436169147491), ('Ranglistenturnieren', 0.24520382285118103), ('Saisonverlauf', 0.24474111199378967), ('Spitzenpaarkreuz', 0.24459496140480042), ('neunten', 0.23955713212490082)] Hydra 0
hyrax [('Provinzgouverneure', 0.2647521495819092), ('Wahlgremium', 0.2615717649459839), ('elf', 0.2594149708747864), ('gewaehlte', 0.2587163746356964), ('neun', 0.257835328578949), ('Einkammerparlament', 0.2532910108566284), ('Amtsdauer', 0.2512322664260864), ('Mitgliederstaerke', 0.24836207926273346), ('Rajya_Sabha', 0.248031884431839), ('Verhaeltniswahlrecht_gewaehlt', 0.24647174775600433)] Schliefer 0
